id,question_text,option_a,option_b,option_c,option_d,has_image,image_urls,source_url
487,"Araçlarda emniyet kemeri kullanılmasının yararı aşağıdakilerden hangisidir?","Otomobilin daha iyi sürülmesini sağlar.","Kazalarda ölüm ve yaralanma riskinin azalmasını sağlar.","Sürücünün araç içinde daha rahat hareket etmesini sağlar.","Araç kullanırken sürücünün direksiyon hakimiyetini sağlar.",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
488,"Aşağıdakilerden hangisi trafiğin çevreye verdiği zararları önlemeye yönelik davranışlardandır?","Temiz olmayan yakıt kullanılması","Kimyasal maddelerin ambalajlanarak taşınması","Hususi araçların kullanılmasına gayret edilmesi","Araç motorunun duraklama ve park etme sırasında çalışması",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
489,"Yapım ve bakımından sorumlu olduğu kara yollarında, İçişleri Bakanlığının uygun görüşü alınmak suretiyle, Kara Yolları Trafik Yönetmeliğinde belirlenen hız sınırlarının üstünde veya altında hız sınırları belirlemek ve işaretlemek hangi kurumun görev ve yetkisidir?","Sağlık Bakanlığının","Maliye Bakanlığının","Kara Yolları Genel Müdürlüğünün","Millî Eğitim Bakanlığının",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
490,"Geceleyin, görüşün yeterli olmadığı kavşağa yaklaşan sürücü gelişini nasıl haber vermelidir?","Birkaç defa selektör yaparak","Acil uyarı ışıklarını yakarak","Birkaç defa korna çalarak","Dönüş ışıklarını yakarak",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
491,"Aşağıdakilerden hangisi resimdeki kişinin görevlerindendir?","Trafiği düzenlemek","Araçların muayenesini yapmak","Trafik levhalarının yerlerini belirlemek","Sağlık Bakanlığına ait hizmetleri yürütmek",TRUE,"/images/sorular/14haziran2014ehliyetsorulari/soru18.jpg","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
492,"Burun kanaması olan bir kazazedeye yukarıdaki uygulamalardan hangilerinin yapılması doğrudur?","Yalnız I","I ve II","II ve III","I, II ve III",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
493,"Aşağıdakilerden hangisi dizel motorlarda yakıt sisteminin hava yapmasına neden olur?","Depodaki yakıtın bitmesi","Supap ayarının bozulması","Hava filtresinin kirli olması","Yakıt pompasının ayarsız olması",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
494,"Şekildeki devamlı yol çizgisi, sürücülere aşağıdakilerden hangisini bildirir?","Öndeki araçların geçilemeyeceğini","Hiçbir sebeple durulamayacağını","Sağ şeritten gidilemeyeceğini","Karşı şeride geçilebileceğini",TRUE,"/images/sorular/deneme/soru28.jpg","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
495,"Aşağıdakilerden hangisi araçlarda kirli yakıt kullanılmasının bir sonucudur?","Motor rölanti devrinin yüksek olması","Yağlama sisteminin görev yapamaması","Motorun düzensiz ve tekleyerek çalışması","Marş yapıldığında, marş motorunun yavaş dönmesi",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
496,"Bu durumda, aşağıdaki organlardan hangisinin yaralandığını düşünürsünüz?","Böbrek","Akciğer","Bağırsak","Karaciğer",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
497,"Araçta, yeni motorun alıştırılması (rodaj) döneminde aşağıdakilerden hangisine uyulmalıdır?","Fazla süratten kaçınılmalıdır.","Ani duruş ve kalkış yapılmalıdır.","Sürekli sert ve ani fren yapılmalıdır.","Motor yüksek devirde çalıştırılmalıdır.",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
498,"Araçlarda ilk yardım çantası hangi amaçla bulundurulur?","Trafik denetimlerinde göstermek","Araç muayenelerinde göstermek","Kazalarda ilk yardımda kullanmak","",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
499,"Şekildeki kara yolu bölümünde sürücülerin aşağıdakilerden hangisini yapması doğrudur?","Hızını azaltması","Hız sınırını aşması","Önündeki aracı geçmesi","Takip mesafesini azaltması",TRUE,"/images/sorular/12temmuz2014ehliyetsorulari/soru26.jpg","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
500,"Ticari amaçla şehirler arası yolda yük ve yolcu taşımacılığı yapan şoförlerin 4,5 saat devamlı araç kullandıktan sonra en az kaç dakika dinlenmeleri gerekir?","20","25","35","45",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
501,"Baş yaralanmalarında kafatası kırığını düşündüren en önemli bulgu hangisidir?","Yüzün yaralanması","El bileğinin burkulması","Köprücük kemiğinin kırılması","Kulaktan ya da burundan kan ya da sıvı gelmesi",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
502,"Solunum durmasında dudaklar, parmak uçları ve burun ucunda görülen morarmaların sebebi aşağıdakilerden hangisidir?","Su kaybı","Oksijensizlik","Beslenme yetersizliği","Karbonmonoksit eksikliği",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
503,"Aşağıdakilerden hangisi trafik kazalarının topluma verdiği zararlardan biri değildir?","Üretim ve refah kayıplarının yaşanması","Kara yollarının zamanından önce yıpranması","Uzun vadede kalkınmaya olumlu etki yapması","Açılan çok sayıda dava ile yargı sisteminde iş yükünün artması",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
504,"Motor çalıştığı sürece aracın elektrik ihtiyacını karşılayan sistem aşağıdakilerden hangisidir?","Marş sistemi","Şarj sistemi","Yakıt sistemi","Soğutma sistemi",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
505,"Şekilde görülen kontrolsüz kavşakta ilk geçiş hakkını hangi araç kullanmalıdır?","Otobüs","Traktör","Otomobil","İş makinesi",TRUE,"/images/sorular/12temmuz2014ehliyetsorulari/soru30.jpg","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
506,"Şekildeki banketli yoldan geceleyin faydalanmak isteyen yayanın, aşağıdakilerden hangisini yapması yanlıştır?","Açık renkte elbise giymesi","El fenerini sürücülerin dikkatini dağıtmadan kullanması","Kendi gidiş yönüne göre sol bankette yürümesi","Kendi gidiş yönüne göre sağ bankette yürümesi",TRUE,"/images/10sinav5/soru72.gif","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
507,"Aşağıdakilerden hangisi çevreye duyarlı bir davranış değildir?","Sigara külü ve izmaritlerinin veya başka şeylerin yola atılıp dökülmesi","Bir yere giderken toplu taşıma araçlarının kullanılması","Trafiğin yoğun olduğu saatlerde trafiğe çıkılmaması","Sürücünün en kısa ve en uygun yolu kullanması",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
508,"Bacaktaki kanamalarda şekilde gösterilen hangi bölgeye basınç uygulanmalıdır?","Kasık","Boyun","Koltuk altı","Köprücük kemiği üzeri",TRUE,"/images/11-subat-2017/6.gif","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
509,"Aşağıdakilerden hangisi sürücüye ait trafik kazası sebebidir?","Aracının arıza yapması","Trafik işaretlerinin yetersiz olması","Aracını kullandığı yolun bozuk olması","Yorgun ve uykusuz olarak araç kullanması",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
510,"Kalp-damar sisteminin yaşamsal organlara uygun oranda kanlanma yapamaması nedeniyle ortaya çıkan, tansiyon düşüklüğü ile seyreden ve ani gelişen dolaşım yetmezliğine - - - - denir. Bu ifadede boş bırakılan yere aşağıdakilerden hangisi yazılmalıdır?","Şok","Havale","Epilepsi","Bayılma",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-19.html"
